District,Mandal,Date,rainfall,temp_min,temp_max,Year
Siddipet,Mirdoddi,22-Mar-22,0,23.3,35.6,2022
Siddipet,Mirdoddi,23-Mar-22,0,21.7,36.3,2022
Siddipet,Mirdoddi,24-Mar-22,0,22.8,37.4,2022
Siddipet,Mirdoddi,25-Mar-22,0,23.4,35.8,2022
Siddipet,Mirdoddi,26-Mar-22,0,22.7,35.3,2022
Siddipet,Mirdoddi,27-Mar-22,0,23.2,37.8,2022
Siddipet,Mirdoddi,28-Mar-22,0,23,37.5,2022
Siddipet,Mirdoddi,29-Mar-22,0,21.9,39.2,2022
Siddipet,Mirdoddi,30-Mar-22,0,21.5,39.1,2022
Siddipet,Mirdoddi,31-Mar-22,0,21.2,40,2022
Siddipet,Mirdoddi,01-Apr-22,0,21.8,40.2,2022
Siddipet,Mirdoddi,02-Apr-22,0,23.9,37.5,2022
Siddipet,Mirdoddi,03-Apr-22,0,22.9,36.3,2022
Siddipet,Mirdoddi,04-Apr-22,0,23.5,37,2022
Siddipet,Mirdoddi,05-Apr-22,0,23.1,37.8,2022
Siddipet,Mirdoddi,06-Apr-22,0,23.4,37,2022
Siddipet,Mirdoddi,07-Apr-22,0,23.7,38.4,2022
Siddipet,Mirdoddi,08-Apr-22,0,21.8,38.8,2022
Siddipet,Mirdoddi,09-Apr-22,0,23.3,36.1,2022
Siddipet,Mirdoddi,10-Apr-22,0,23.1,36.4,2022
Siddipet,Mirdoddi,11-Apr-22,0,23.5,38.1,2022
Siddipet,Mirdoddi,12-Apr-22,0,23.5,37.5,2022
Siddipet,Mirdoddi,13-Apr-22,0,23,39.1,2022
Siddipet,Mirdoddi,14-Apr-22,0,23,36.6,2022
Siddipet,Mirdoddi,15-Apr-22,0,25.8,39.1,2022
Siddipet,Mirdoddi,16-Apr-22,0,25.7,38.1,2022
Siddipet,Mirdoddi,17-Apr-22,0,24.9,36.8,2022
Siddipet,Mirdoddi,18-Apr-22,0,25.2,39.9,2022
Siddipet,Mirdoddi,19-Apr-22,0,23.8,39.4,2022
Siddipet,Mirdoddi,20-Apr-22,0,24.6,39.2,2022
Siddipet,Mirdoddi,21-Apr-22,0,24.9,39,2022
Siddipet,Mirdoddi,22-Apr-22,0,25.2,40.6,2022
Siddipet,Mirdoddi,23-Apr-22,0,25.4,38.2,2022
Siddipet,Mirdoddi,24-Apr-22,0,25.9,37.9,2022
Siddipet,Mirdoddi,25-Apr-22,0,22.9,37.2,2022
Siddipet,Mirdoddi,26-Apr-22,0,24.6,39.1,2022
Siddipet,Mirdoddi,27-Apr-22,0,24.9,41.2,2022
Siddipet,Mirdoddi,28-Apr-22,0,26.5,41.5,2022
Siddipet,Mirdoddi,29-Apr-22,1.3,23,41.3,2022
Siddipet,Mirdoddi,30-Apr-22,0,24.6,39.6,2022
Siddipet,Mirdoddi,01-May-22,0,22.7,41.6,2022
Siddipet,Mirdoddi,02-May-22,0,25.1,40.6,2022
Siddipet,Mirdoddi,03-May-22,0,26.3,39.6,2022
Siddipet,Mirdoddi,04-May-22,48.9,21.6,39.4,2022
Siddipet,Mirdoddi,05-May-22,0,23.2,35.1,2022
Siddipet,Mirdoddi,06-May-22,0,24.6,37.8,2022
Siddipet,Mirdoddi,07-May-22,0,24.3,40.4,2022
Siddipet,Mirdoddi,08-May-22,0,26,42.1,2022
Siddipet,Mirdoddi,09-May-22,0,24.6,38.3,2022
Siddipet,Mirdoddi,10-May-22,0,23.7,38.6,2022
Siddipet,Mirdoddi,11-May-22,0,27,38.1,2022
Siddipet,Mirdoddi,12-May-22,0,26.2,32.7,2022
Siddipet,Mirdoddi,13-May-22,0,25.2,35.3,2022
Siddipet,Mirdoddi,14-May-22,0,26.8,38.3,2022
Siddipet,Mirdoddi,15-May-22,5.4,24,41.1,2022
Siddipet,Mirdoddi,16-May-22,0,24,38.9,2022
Siddipet,Mirdoddi,17-May-22,0,25.8,37.5,2022
Siddipet,Mirdoddi,18-May-22,0,25.2,36.2,2022
Siddipet,Mirdoddi,19-May-22,0,25.2,37.1,2022
Siddipet,Mirdoddi,20-May-22,0,24.6,35,2022
Siddipet,Mirdoddi,21-May-22,0,25.1,35.9,2022
Siddipet,Mirdoddi,22-May-22,0,25.4,35.3,2022
Siddipet,Mirdoddi,23-May-22,0,26.5,37.4,2022
Siddipet,Mirdoddi,24-May-22,0,27.3,37.3,2022
Siddipet,Mirdoddi,25-May-22,0,27.4,38.3,2022
Siddipet,Mirdoddi,26-May-22,4.5,25,38.8,2022
Siddipet,Mirdoddi,27-May-22,0.1,25.9,37.9,2022
Siddipet,Mirdoddi,28-May-22,0,25.7,36.1,2022
Siddipet,Mirdoddi,29-May-22,0,26.9,38.9,2022
Siddipet,Mirdoddi,30-May-22,0,27.9,38.1,2022
Siddipet,Mirdoddi,31-May-22,0,28,40.1,2022
Siddipet,Mirdoddi,01-Jun-22,0,26.1,37.2,2022
Siddipet,Mirdoddi,02-Jun-22,0,26.3,37.4,2022
Siddipet,Mirdoddi,03-Jun-22,0,26.2,39.4,2022
Siddipet,Mirdoddi,04-Jun-22,0,29.8,38.6,2022
Siddipet,Mirdoddi,05-Jun-22,0,26.5,38.7,2022
Siddipet,Mirdoddi,06-Jun-22,0,28.3,40,2022
Siddipet,Mirdoddi,07-Jun-22,0,27.2,36.4,2022
Siddipet,Mirdoddi,08-Jun-22,0,28.9,40,2022
Siddipet,Mirdoddi,09-Jun-22,0,26.1,35.6,2022
Siddipet,Mirdoddi,10-Jun-22,0,27.8,38.1,2022
Siddipet,Mirdoddi,11-Jun-22,0,26.5,37.5,2022
Siddipet,Mirdoddi,12-Jun-22,0,24.7,36.6,2022
Siddipet,Mirdoddi,13-Jun-22,4.9,23.2,35.7,2022
Siddipet,Mirdoddi,14-Jun-22,0,24.4,34,2022
Siddipet,Mirdoddi,15-Jun-22,0,25.7,34.4,2022
Siddipet,Mirdoddi,16-Jun-22,21.1,23.2,33.9,2022
Siddipet,Mirdoddi,17-Jun-22,31.5,22.5,32.6,2022
Siddipet,Mirdoddi,18-Jun-22,0.3,24.9,32.4,2022
Siddipet,Mirdoddi,19-Jun-22,32.1,23,31.5,2022
Siddipet,Mirdoddi,20-Jun-22,0,24.4,32.4,2022
Siddipet,Mirdoddi,21-Jun-22,14,23.1,35.6,2022
Siddipet,Mirdoddi,22-Jun-22,12.3,22.9,29.4,2022
Siddipet,Mirdoddi,23-Jun-22,0,24,29.9,2022
Siddipet,Mirdoddi,24-Jun-22,0,24.6,33.2,2022
Siddipet,Mirdoddi,25-Jun-22,0,24.2,30.9,2022
Siddipet,Mirdoddi,26-Jun-22,35.2,23,32.1,2022
Siddipet,Mirdoddi,27-Jun-22,17.1,23.5,31.2,2022
Siddipet,Mirdoddi,28-Jun-22,0,23.6,29.9,2022
Siddipet,Mirdoddi,29-Jun-22,0,24.1,29.8,2022
Siddipet,Mirdoddi,30-Jun-22,0,24,32.1,2022
Siddipet,Mirdoddi,01-Jul-22,0,24.1,32,2022
Siddipet,Mirdoddi,02-Jul-22,7.1,22.8,32.5,2022
Siddipet,Mirdoddi,03-Jul-22,19.2,23.3,30.8,2022
Siddipet,Mirdoddi,04-Jul-22,21,22.5,30.9,2022
Siddipet,Mirdoddi,05-Jul-22,1.7,23.3,28.9,2022
Siddipet,Mirdoddi,06-Jul-22,0,23.1,31.7,2022
Siddipet,Mirdoddi,07-Jul-22,0,24.2,28.7,2022
Siddipet,Mirdoddi,08-Jul-22,7.1,23.3,29.9,2022
Siddipet,Mirdoddi,09-Jul-22,64,21.7,24.8,2022
Siddipet,Mirdoddi,10-Jul-22,60.9,21.5,23,2022
Siddipet,Mirdoddi,11-Jul-22,21.4,22.4,23.4,2022
Siddipet,Mirdoddi,12-Jul-22,16.4,21.9,25.1,2022
Siddipet,Mirdoddi,13-Jul-22,29.4,21.4,22.9,2022
Siddipet,Mirdoddi,14-Jul-22,39.7,21.5,22.6,2022
Siddipet,Mirdoddi,15-Jul-22,0,23.4,25.3,2022
Siddipet,Mirdoddi,16-Jul-22,0,23.3,29.4,2022
Siddipet,Mirdoddi,17-Jul-22,0.4,22.9,31,2022
Siddipet,Mirdoddi,18-Jul-22,35.7,22.1,26.9,2022
Siddipet,Mirdoddi,19-Jul-22,7.8,22.7,29.5,2022
Siddipet,Mirdoddi,20-Jul-22,9.4,22.3,31.1,2022
Siddipet,Mirdoddi,21-Jul-22,58.7,22.4,32.4,2022
Siddipet,Mirdoddi,22-Jul-22,7.6,21.4,30.6,2022
Siddipet,Mirdoddi,23-Jul-22,50,21.8,30.1,2022
Siddipet,Mirdoddi,24-Jul-22,0.7,22.2,26.2,2022
Siddipet,Mirdoddi,25-Jul-22,0,22.7,29,2022
Siddipet,Mirdoddi,26-Jul-22,4.2,22,30.5,2022
Siddipet,Mirdoddi,27-Jul-22,0,22.4,27,2022
Siddipet,Mirdoddi,28-Jul-22,0,23.6,32.2,2022
Siddipet,Mirdoddi,29-Jul-22,2.7,23.7,33.6,2022
Siddipet,Mirdoddi,30-Jul-22,13.2,22.6,34.8,2022
Siddipet,Mirdoddi,31-Jul-22,0,22.9,32.4,2022
Siddipet,Mirdoddi,01-Aug-22,0,23.7,33.6,2022
Siddipet,Mirdoddi,02-Aug-22,0.2,23.2,30.2,2022
Siddipet,Mirdoddi,03-Aug-22,12,21.5,32.4,2022
Siddipet,Mirdoddi,04-Aug-22,2.8,23.8,32.1,2022
Siddipet,Mirdoddi,05-Aug-22,1,23.1,29.5,2022
Siddipet,Mirdoddi,06-Aug-22,30,23.4,31.6,2022
Siddipet,Mirdoddi,07-Aug-22,7.4,22.1,30.1,2022
Siddipet,Mirdoddi,08-Aug-22,9,21.6,28.1,2022
Siddipet,Mirdoddi,09-Aug-22,0.2,22.4,25.4,2022
Siddipet,Mirdoddi,10-Aug-22,7.4,22.2,25.8,2022
Siddipet,Mirdoddi,11-Aug-22,0,22.9,29.3,2022
Siddipet,Mirdoddi,12-Aug-22,0,23.2,29.1,2022
Siddipet,Mirdoddi,13-Aug-22,0,22.3,31.3,2022
Siddipet,Mirdoddi,14-Aug-22,3,21.7,29,2022
Siddipet,Mirdoddi,15-Aug-22,11,21.6,26.1,2022
Siddipet,Mirdoddi,16-Aug-22,2,22.4,25.9,2022
Siddipet,Mirdoddi,17-Aug-22,0,23,32.1,2022
Siddipet,Mirdoddi,18-Aug-22,0,22.5,32.3,2022
Siddipet,Mirdoddi,19-Aug-22,0,24.2,32.3,2022
Siddipet,Mirdoddi,20-Aug-22,0,23.9,29.9,2022
Siddipet,Mirdoddi,21-Aug-22,0,24.2,29.9,2022
Siddipet,Mirdoddi,22-Aug-22,0,23.4,30.5,2022
Siddipet,Mirdoddi,23-Aug-22,0,22.5,29.1,2022
Siddipet,Mirdoddi,24-Aug-22,0,23.6,31.4,2022
Siddipet,Mirdoddi,25-Aug-22,28.5,22.2,32.7,2022
Siddipet,Mirdoddi,26-Aug-22,0,23.6,30.5,2022
Siddipet,Mirdoddi,27-Aug-22,0,23.1,31,2022
Siddipet,Mirdoddi,28-Aug-22,0,23.5,30.6,2022
Siddipet,Mirdoddi,29-Aug-22,0,23.5,31.1,2022
Siddipet,Mirdoddi,30-Aug-22,30.2,22.6,29.9,2022
Siddipet,Mirdoddi,31-Aug-22,0,23.7,32.6,2022
Siddipet,Mirdoddi,01-Sep-22,2.8,23.7,32.5,2022
Siddipet,Mirdoddi,02-Sep-22,0,23.3,32.6,2022
Siddipet,Mirdoddi,03-Sep-22,0,23.6,32.9,2022
Siddipet,Mirdoddi,04-Sep-22,0,23.5,33.8,2022
Siddipet,Mirdoddi,05-Sep-22,0,23.5,29.2,2022
Siddipet,Mirdoddi,06-Sep-22,0,22.5,30.4,2022
Siddipet,Mirdoddi,07-Sep-22,2,22.6,32.3,2022
Siddipet,Mirdoddi,08-Sep-22,3.6,22.1,32.6,2022
Siddipet,Mirdoddi,09-Sep-22,0,23,30.5,2022
Siddipet,Mirdoddi,10-Sep-22,30.5,23,29.3,2022
Siddipet,Mirdoddi,11-Sep-22,65.9,22.4,26.2,2022
Siddipet,Mirdoddi,12-Sep-22,22.6,22.4,23.8,2022
Siddipet,Mirdoddi,13-Sep-22,8.4,22.7,28.3,2022
Siddipet,Mirdoddi,14-Sep-22,0,22.4,29.4,2022
Siddipet,Mirdoddi,15-Sep-22,0,22.1,29.2,2022
Siddipet,Mirdoddi,16-Sep-22,0,22.5,29.3,2022
Siddipet,Mirdoddi,17-Sep-22,0,22.3,29.8,2022
Siddipet,Mirdoddi,18-Sep-22,4.6,22.5,30.2,2022
Siddipet,Mirdoddi,19-Sep-22,0,23.6,30.6,2022
Siddipet,Mirdoddi,20-Sep-22,64.5,21.5,29.9,2022
Siddipet,Mirdoddi,21-Sep-22,0,22.6,27.1,2022
Siddipet,Mirdoddi,22-Sep-22,1.5,23.2,28.4,2022
Siddipet,Mirdoddi,23-Sep-22,0.9,22.7,29,2022
Siddipet,Mirdoddi,24-Sep-22,0,21.7,29.1,2022
Siddipet,Mirdoddi,25-Sep-22,0,21.4,30.5,2022
Siddipet,Mirdoddi,26-Sep-22,0,22.4,30.7,2022
Siddipet,Mirdoddi,27-Sep-22,0.6,22.7,31.6,2022
Siddipet,Mirdoddi,28-Sep-22,0,22.6,31.1,2022
Siddipet,Mirdoddi,29-Sep-22,0,23.3,30.6,2022
Siddipet,Mirdoddi,30-Sep-22,16.6,22.2,29.4,2022
Siddipet,Mirdoddi,01-Oct-22,0,22.1,29.7,2022
Siddipet,Mirdoddi,02-Oct-22,0,22.2,30.5,2022
Siddipet,Mirdoddi,03-Oct-22,0,21.8,30.5,2022
Siddipet,Mirdoddi,04-Oct-22,0,21.4,30.2,2022
Siddipet,Mirdoddi,05-Oct-22,0,22.3,28.9,2022
Siddipet,Mirdoddi,06-Oct-22,21.1,21.8,30.8,2022
Siddipet,Mirdoddi,07-Oct-22,3.9,22.2,29,2022
Siddipet,Mirdoddi,08-Oct-22,0,22.7,29.6,2022
Siddipet,Mirdoddi,09-Oct-22,0,22.1,31.5,2022
Siddipet,Mirdoddi,10-Oct-22,0,22.7,31.4,2022
Siddipet,Mirdoddi,11-Oct-22,5.9,22.8,26.6,2022
Siddipet,Mirdoddi,12-Oct-22,0,22.3,31.2,2022
Siddipet,Mirdoddi,13-Oct-22,1.1,21.5,32.4,2022
Siddipet,Mirdoddi,14-Oct-22,0,22.2,30.6,2022
Siddipet,Mirdoddi,15-Oct-22,32,21.3,31,2022
Siddipet,Mirdoddi,16-Oct-22,19,22.5,27.2,2022
Siddipet,Mirdoddi,17-Oct-22,9,22.4,30.6,2022
Siddipet,Mirdoddi,18-Oct-22,0.8,21.9,31.7,2022
Siddipet,Mirdoddi,19-Oct-22,8.1,21.8,30.9,2022
Siddipet,Mirdoddi,20-Oct-22,0,20.5,30.6,2022
Siddipet,Mirdoddi,21-Oct-22,0,21.8,31.7,2022
Siddipet,Mirdoddi,22-Oct-22,0,18,29.6,2022
Siddipet,Mirdoddi,23-Oct-22,0,16.1,28.3,2022
Siddipet,Mirdoddi,24-Oct-22,0,14.2,28.2,2022
Siddipet,Mirdoddi,25-Oct-22,0,14.8,28.5,2022
Siddipet,Mirdoddi,26-Oct-22,0,14.8,29,2022
Siddipet,Mirdoddi,27-Oct-22,0,15.9,30.5,2022
Siddipet,Mirdoddi,28-Oct-22,0,14.7,30.8,2022
Siddipet,Mirdoddi,29-Oct-22,0,14.5,29.4,2022
Siddipet,Mirdoddi,30-Oct-22,0,13.5,29.1,2022
Siddipet,Mirdoddi,31-Oct-22,0,14.2,29,2022
Siddipet,Mirdoddi,01-Nov-22,0,15.8,27.6,2022
Siddipet,Mirdoddi,08-Nov-22,0,15.1,31.1,2022
Siddipet,Mirdoddi,11-Nov-22,0,14.2,29.8,2022
Siddipet,Mirdoddi,13-Nov-22,0,14.4,29.4,2022
Siddipet,Mirdoddi,17-Nov-22,0,11.3,29.1,2022
Siddipet,Mirdoddi,01-Dec-22,0,13.7,29.3,2022
Siddipet,Mirdoddi,02-Dec-22,0,16.3,30.1,2022
Siddipet,Mirdoddi,03-Dec-22,0,17.9,31.4,2022
Siddipet,Mirdoddi,04-Dec-22,0,18.1,31.1,2022
Siddipet,Mirdoddi,05-Dec-22,0,13.1,30.9,2022
Siddipet,Mirdoddi,06-Dec-22,0,12.5,30.2,2022
Siddipet,Mirdoddi,07-Dec-22,0,13.4,29.9,2022
Siddipet,Mirdoddi,08-Dec-22,0,12,27.5,2022
Siddipet,Mirdoddi,09-Dec-22,0,9.4,25.8,2022
Siddipet,Mirdoddi,10-Dec-22,0,18.1,27.4,2022
Siddipet,Mirdoddi,11-Dec-22,0,18.9,26.6,2022
Siddipet,Mirdoddi,12-Dec-22,0,19.1,25.7,2022
Siddipet,Mirdoddi,13-Dec-22,0,20.5,28.8,2022
Siddipet,Mirdoddi,14-Dec-22,0,19.5,30.1,2022
Siddipet,Mirdoddi,15-Dec-22,0,19.1,32.2,2022
Siddipet,Mirdoddi,16-Dec-22,0,18.6,31.2,2022
Siddipet,Mirdoddi,17-Dec-22,0,18.4,31.5,2022
Siddipet,Mirdoddi,18-Dec-22,0,16,30.3,2022
Siddipet,Mirdoddi,19-Dec-22,0,11.5,29.4,2022
Siddipet,Mirdoddi,20-Dec-22,0,13,29.3,2022
Siddipet,Mirdoddi,21-Dec-22,0,13.3,29.6,2022
Siddipet,Mirdoddi,22-Dec-22,0,14.3,32.4,2022
Siddipet,Mirdoddi,23-Dec-22,0,13.2,30.1,2022
Siddipet,Mirdoddi,24-Dec-22,0,13.4,30.3,2022
Siddipet,Mirdoddi,25-Dec-22,0,13.9,31.3,2022
Siddipet,Mirdoddi,26-Dec-22,0,18.3,30.5,2022
Siddipet,Mirdoddi,27-Dec-22,0,19.2,28,2022
Siddipet,Mirdoddi,28-Dec-22,0,19.7,31.3,2022
Siddipet,Mirdoddi,29-Dec-22,0,18.4,32.3,2022
Siddipet,Mirdoddi,30-Dec-22,0,18.4,32.1,2022
Siddipet,Mirdoddi,31-Dec-22,0,18,31.3,2022
Siddipet,Mirdoddi,01-Jan-23,0,17.4,32.3,2023
Siddipet,Mirdoddi,02-Jan-23,0,18,30,2023
Siddipet,Mirdoddi,03-Jan-23,0,18,29,2023
Siddipet,Mirdoddi,04-Jan-23,0,18,29,2023
Siddipet,Mirdoddi,05-Jan-23,0,18,27,2023
Siddipet,Mirdoddi,06-Jan-23,0,19,26,2023
Siddipet,Mirdoddi,07-Jan-23,0,14,29,2023
Siddipet,Mirdoddi,08-Jan-23,0,11,28,2023
Siddipet,Mirdoddi,09-Jan-23,0,11,30,2023
Siddipet,Mirdoddi,10-Jan-23,0,14,31,2023
Siddipet,Mirdoddi,11-Jan-23,0,15,30,2023
Siddipet,Mirdoddi,12-Jan-23,0,16,30,2023
Siddipet,Mirdoddi,13-Jan-23,0,14.6,31.8,2023
Siddipet,Mirdoddi,14-Jan-23,0,15.6,30.6,2023
Siddipet,Mirdoddi,15-Jan-23,0,15.6,31.1,2023
Siddipet,Mirdoddi,16-Jan-23,0,16.7,30.6,2023
Siddipet,Mirdoddi,17-Jan-23,0,14.6,31.8,2023
Siddipet,Mirdoddi,18-Jan-23,0,16.4,31.2,2023
Siddipet,Mirdoddi,19-Jan-23,0,15,30.6,2023
Siddipet,Mirdoddi,20-Jan-23,0,15,30.4,2023
Siddipet,Mirdoddi,21-Jan-23,0,16.3,29.7,2023
Siddipet,Mirdoddi,22-Jan-23,0,14.7,29.9,2023
Siddipet,Mirdoddi,23-Jan-23,0,15.5,29.7,2023
Siddipet,Mirdoddi,24-Jan-23,0,17.8,29,2023
Siddipet,Mirdoddi,25-Jan-23,0,18,30.6,2023
Siddipet,Mirdoddi,26-Jan-23,0,14.6,29.7,2023
Siddipet,Mirdoddi,27-Jan-23,0,14,30.5,2023
Siddipet,Mirdoddi,28-Jan-23,0,14.4,31.5,2023
Siddipet,Mirdoddi,29-Jan-23,0,14.8,31.7,2023
Siddipet,Mirdoddi,30-Jan-23,0,16.4,31.2,2023
Siddipet,Mirdoddi,31-Jan-23,0,17.4,29.8,2023
Siddipet,Mirdoddi,01-Feb-23,0,16.9,29.7,2023
Siddipet,Mirdoddi,02-Feb-23,0,14.4,28.5,2023
Siddipet,Mirdoddi,03-Feb-23,0,11.7,28.4,2023
Siddipet,Mirdoddi,04-Feb-23,0,13.8,28.4,2023
Siddipet,Mirdoddi,05-Feb-23,0,13.4,30.1,2023
Siddipet,Mirdoddi,06-Feb-23,0,13.4,32,2023
Siddipet,Mirdoddi,07-Feb-23,0,15.9,31.8,2023
Siddipet,Mirdoddi,08-Feb-23,0,17.5,32.5,2023
Siddipet,Mirdoddi,09-Feb-23,0,15.5,32.6,2023
Siddipet,Mirdoddi,10-Feb-23,0,13.9,31.8,2023
Siddipet,Mirdoddi,11-Feb-23,0,14.3,32.6,2023
Siddipet,Mirdoddi,12-Feb-23,0,15.1,33.2,2023
Siddipet,Mirdoddi,13-Feb-23,0,13.1,32,2023
Siddipet,Mirdoddi,14-Feb-23,0,11.4,30.1,2023
Siddipet,Mirdoddi,15-Feb-23,0,12.1,31,2023
Siddipet,Mirdoddi,16-Feb-23,0,13.3,31.8,2023
Siddipet,Mirdoddi,17-Feb-23,0,14.5,32.5,2023
Siddipet,Mirdoddi,18-Feb-23,0,15.3,31.8,2023
Siddipet,Mirdoddi,19-Feb-23,0,16.5,32.7,2023
Siddipet,Mirdoddi,20-Feb-23,0,16.6,32.7,2023
Siddipet,Mirdoddi,21-Feb-23,0,16.1,32.9,2023
Siddipet,Mirdoddi,22-Feb-23,0,15.1,34,2023
Siddipet,Mirdoddi,23-Feb-23,0,16.2,33.7,2023
Siddipet,Mirdoddi,24-Feb-23,0,16.7,34.1,2023
Siddipet,Mirdoddi,25-Feb-23,0,14.9,32.9,2023
Siddipet,Mirdoddi,26-Feb-23,0,15.4,33.8,2023
Siddipet,Mirdoddi,27-Feb-23,0,16.1,33.8,2023
Siddipet,Mirdoddi,28-Feb-23,0,17.7,33.5,2023
Siddipet,Mirdoddi,01-Mar-23,0,17,32.9,2023
Siddipet,Mirdoddi,02-Mar-23,0,17.1,32.8,2023
Siddipet,Mirdoddi,03-Mar-23,0,16.7,33.2,2023
Siddipet,Mirdoddi,04-Mar-23,0,18.6,33.8,2023
Siddipet,Mirdoddi,05-Mar-23,0,18,34,2023
Siddipet,Mirdoddi,06-Mar-23,0,16.2,34.3,2023
Siddipet,Mirdoddi,07-Mar-23,0,19.4,35.2,2023
Siddipet,Mirdoddi,08-Mar-23,0,15,29.2,2023
Siddipet,Mirdoddi,09-Mar-23,0,15.3,32.7,2023
Siddipet,Mirdoddi,10-Mar-23,0,16.7,33.5,2023
Siddipet,Mirdoddi,11-Mar-23,0,18,32.8,2023
Siddipet,Mirdoddi,12-Mar-23,0,19,33,2023
Siddipet,Mirdoddi,13-Mar-23,0,18.8,33.8,2023
Siddipet,Mirdoddi,14-Mar-23,0,17.2,34.8,2023
Siddipet,Mirdoddi,15-Mar-23,0,16.3,35.3,2023
Siddipet,Mirdoddi,16-Mar-23,0,20.1,33.1,2023
Siddipet,Mirdoddi,17-Mar-23,8.3,19.6,32,2023
Siddipet,Mirdoddi,18-Mar-23,0,19.7,28.7,2023
Siddipet,Mirdoddi,19-Mar-23,36.6,16.9,31.2,2023
Siddipet,Mirdoddi,20-Mar-23,0,20.5,31.5,2023
Siddipet,Mirdoddi,21-Mar-23,0,20.2,31.8,2023
Siddipet,Mirdoddi,22-Mar-23,0,19.3,32.4,2023
Siddipet,Mirdoddi,23-Mar-23,0,19.6,32.9,2023
Siddipet,Mirdoddi,24-Mar-23,0,20.4,33.5,2023
Siddipet,Mirdoddi,25-Mar-23,0,23.1,33.3,2023
Siddipet,Mirdoddi,26-Mar-23,4.2,21.8,32.7,2023
Siddipet,Mirdoddi,27-Mar-23,0,22.4,33.6,2023
Siddipet,Mirdoddi,28-Mar-23,0,21.3,33.8,2023
Siddipet,Mirdoddi,29-Mar-23,0,22.7,34.9,2023
Siddipet,Mirdoddi,30-Mar-23,0,21.6,35.5,2023
Siddipet,Mirdoddi,31-Mar-23,0,21.8,37,2023
Siddipet,Mirdoddi,01-Apr-23,0,20.6,33.5,2023
Siddipet,Mirdoddi,02-Apr-23,0,20.6,34.5,2023
Siddipet,Mirdoddi,03-Apr-23,0,22.9,35.2,2023
Siddipet,Mirdoddi,04-Apr-23,0,22.4,36.1,2023
Siddipet,Mirdoddi,05-Apr-23,0,21.3,35.6,2023
Siddipet,Mirdoddi,06-Apr-23,0,22.6,36.6,2023
Siddipet,Mirdoddi,07-Apr-23,0,22.9,35.9,2023
Siddipet,Mirdoddi,08-Apr-23,0,20.1,33.8,2023
Siddipet,Mirdoddi,09-Apr-23,0,20.8,33.6,2023
Siddipet,Mirdoddi,10-Apr-23,0,19.5,35.8,2023
Siddipet,Mirdoddi,11-Apr-23,0,21.6,36,2023
Siddipet,Mirdoddi,12-Apr-23,0,22.1,38.4,2023
Siddipet,Mirdoddi,13-Apr-23,0,24,38.2,2023
Siddipet,Mirdoddi,14-Apr-23,0,25.2,37.8,2023
Siddipet,Mirdoddi,15-Apr-23,0,22.1,36.6,2023
Siddipet,Mirdoddi,16-Apr-23,0,21,35.2,2023
Siddipet,Mirdoddi,17-Apr-23,0,22.1,37.7,2023
Siddipet,Mirdoddi,18-Apr-23,0,21.9,39.3,2023
Siddipet,Mirdoddi,19-Apr-23,0,22.6,40.6,2023
Siddipet,Mirdoddi,20-Apr-23,0,23.3,39.8,2023
Siddipet,Mirdoddi,21-Apr-23,5.4,21.1,38.5,2023
Siddipet,Mirdoddi,22-Apr-23,0,21.8,35.4,2023
Siddipet,Mirdoddi,23-Apr-23,0,20.9,37,2023
Siddipet,Mirdoddi,24-Apr-23,0,23.1,34.6,2023
Siddipet,Mirdoddi,25-Apr-23,7.5,21.4,35.1,2023
Siddipet,Mirdoddi,26-Apr-23,80.8,19.9,33.8,2023
Siddipet,Mirdoddi,27-Apr-23,0,22,34.1,2023
Siddipet,Mirdoddi,28-Apr-23,0.1,23.6,32.4,2023
Siddipet,Mirdoddi,29-Apr-23,0,21.8,32.6,2023
Siddipet,Mirdoddi,30-Apr-23,2.6,21.1,31.7,2023
Siddipet,Mirdoddi,01-May-23,15.4,19.9,32.9,2023
Siddipet,Mirdoddi,02-May-23,2.5,20.1,30.5,2023
Siddipet,Mirdoddi,03-May-23,0,21.4,31.4,2023
Siddipet,Mirdoddi,04-May-23,0,22.8,31.9,2023
Siddipet,Mirdoddi,05-May-23,0,23.9,32.1,2023
Siddipet,Mirdoddi,06-May-23,0,23,32.6,2023
Siddipet,Mirdoddi,07-May-23,0,23.8,33.5,2023
Siddipet,Mirdoddi,08-May-23,0,24.2,35.3,2023
Siddipet,Mirdoddi,09-May-23,0,25.3,35.7,2023
Siddipet,Mirdoddi,10-May-23,0,24.5,36.6,2023
Siddipet,Mirdoddi,11-May-23,0,25.5,36,2023
Siddipet,Mirdoddi,12-May-23,0,20.8,37.9,2023
Siddipet,Mirdoddi,13-May-23,0,22.4,37.5,2023
Siddipet,Mirdoddi,14-May-23,0,21.6,39,2023
Siddipet,Mirdoddi,15-May-23,0,24.3,38.7,2023
Siddipet,Mirdoddi,16-May-23,0,23.4,37.3,2023
Siddipet,Mirdoddi,17-May-23,0,22.4,38.6,2023
Siddipet,Mirdoddi,18-May-23,0,23.7,39.3,2023
Siddipet,Mirdoddi,19-May-23,0,24.2,38.8,2023
Siddipet,Mirdoddi,20-May-23,0,26.2,39.5,2023
Siddipet,Mirdoddi,21-May-23,0,23.2,38.5,2023
Siddipet,Mirdoddi,22-May-23,2.1,23,39.9,2023
Siddipet,Mirdoddi,23-May-23,0,25.1,37.8,2023
